Elevation,Aspect,Slope,new_col1,a_sum
2735,30,13,27350,42
2733,38,12,27330,49
2728,48,12,27280,59
2723,45,12,27230,56
2718,23,10,27180,32
2719,18,7,27190,24
2716,24,3,27160,26
2716,270,5,27160,274
2721,256,6,27210,261
2723,242,4,27230,245
2724,198,2,27240,199
2723,149,1,27230,149
2722,77,3,27220,79
2721,120,7,27210,126
2716,180,6,27160,185
2719,190,7,27190,196
2716,141,10,27160,150
2712,144,8,27120,151
2711,128,6,27110,133
2709,117,4,27090,120
2708,202,3,27080,204
2710,172,3,27100,174
2708,162,4,27080,165
2708,211,3,27080,213
2710,162,2,27100,163
2709,214,3,27090,216
2712,213,8,27120,220
2712,194,10,27120,203
2712,186,7,27120,192
2711,156,3,27110,158
2712,315,1,27120,315
2714,294,5,27140,298
2717,275,6,27170,280
2720,234,4,27200,237
2721,196,3,27210,198
2721,209,2,27210,210
2722,243,3,27220,245
2724,275,3,27240,277
2723,354,2,27230,355
2724,87,4,27240,90
2720,77,9,27200,85
2716,67,12,27160,78
2708,68,17,27080,84
2698,53,14,26980,66
2697,24,13,26970,36
2694,16,15,26940,30
2694,21,16,26940,36
2692,41,18,26920,58
2684,52,18,26840,69
2676,60,18,26760,77
2666,70,18,26660,87
2656,75,18,26560,92
2646,77,17,26460,93
2637,77,16,26370,92
2628,79,14,26280,92
2621,82,13,26210,94
2614,81,12,26140,92
2608,77,10,26080,86
2605,80,10,26050,89
2599,91,11,25990,101
2593,99,10,25930,108
2589,99,10,25890,108
2583,99,10,25830,108
2578,95,11,25780,105
2572,88,11,25720,98
2566,83,10,25660,92
2561,79,10,25610,88
2555,80,11,25550,90
2549,89,10,25490,98
2544,110,6,25440,115
2543,113,6,25430,118
2536,92,11,25360,102
2529,80,11,25290,90
2525,72,11,25250,82
2520,70,10,25200,79
2516,73,10,25160,82
2510,79,10,25100,88
2506,83,10,25060,92
2500,86,10,25000,95
3250,72,10,32500,81
3244,87,13,32440,99
3234,90,14,32340,103
3228,93,13,32280,105
3221,100,12,32210,111
3214,124,7,32140,130
3214,162,5,32140,166
3214,155,5,32140,159
3211,189,5,32110,193
3214,148,6,32140,153
3208,107,11,32080,117
3205,88,8,32050,95
3201,68,9,32010,76
3195,13,6,31950,18
3201,27,10,32010,36
3191,45,13,31910,57
3191,26,10,31910,35
3188,45,13,31880,57
3182,54,14,31820,67
3175,60,14,31750,73
3168,45,10,31680,54
3168,328,10,31680,337
3175,315,13,31750,327
3175,335,10,31750,344
3182,335,13,31820,347
3182,330,16,31820,345
3191,338,16,31910,353
3188,5,15,31880,19
3188,0,15,31880,14
3188,339,15,31880,353
3195,339,13,31950,351
3195,15,13,31950,27
3191,10,14,31910,23
3191,0,14,31910,13
3191,0,12,31910,11
3191,9,13,31910,21
3182,39,19,31820,57
3175,29,18,31750,46
3173,18,17,31730,34
3170,24,18,31700,41
3165,28,18,31650,45
3161,27,16,31610,42
3157,29,15,31570,43
3153,28,14,31530,41
3150,27,14,31500,40
3147,25,13,31470,37
3144,27,14,31440,40
3140,33,16,31400,48
3135,32,18,31350,49
3130,28,19,31300,46
3126,30,20,31260,49
3119,39,23,31190,61
3110,45,23,31100,67
3101,49,23,31010,71
3091,52,24,30910,75
3080,50,23,30800,72
3071,46,22,30710,67
3063,46,22,30630,67
3054,50,23,30540,72
3043,51,23,30430,73
3025,44,22,30250,65
3017,45,22,30170,66
3008,46,22,30080,67
3001,48,21,30010,68
2991,53,21,29910,73
2982,45,17,29820,61
2978,50,16,29780,65
2968,64,16,29680,79
2962,74,14,29620,87
2955,76,15,29550,90
2945,73,13,29450,85
2939,77,8,29390,84
2939,135,2,29390,136
2939,225,7,29390,231
2945,216,8,29450,223
2949,190,8,29490,197
2949,180,8,29490,187
2949,190,10,29490,199
2949,206,14,29490,219
2955,218,18,29550,235
2962,215,19,29620,233
2968,200,15,29680,214
2968,205,13,29680,217
2975,220,11,29750,230
2975,205,10,29750,214
2978,197,10,29780,206
2978,214,12,29780,225
2985,205,13,29850,217
2985,185,11,29850,195
2985,192,12,29850,203
2988,180,14,29880,193
2985,194,15,29850,208
2991,200,13,29910,212
2991,193,12,29910,204
2995,194,14,29950,207
2995,170,14,29950,183
2995,207,14,29950,220
3004,218,15,30040,232
3008,198,14,30080,211
3008,192,15,30080,206
3011,199,14,30110,212
3018,208,11,30180,218
3021,170,11,30210,180
3014,153,11,30140,163
3014,162,8,30140,169
3014,208,7,30140,214
3018,203,6,30180,208
3014,165,5,30140,169
3018,191,6,30180,196
3018,115,13,30180,127
3004,100,12,30040,111
3001,31,1,30010,31
3001,333,1,30010,333
3004,225,1,30040,225
3004,153,4,30040,156
3001,153,8,30010,160
3001,234,14,30010,247
3011,237,15,30110,251
3014,238,9,30140,246
3018,248,8,30180,255
3021,236,5,30210,240
3024,225,5,30240,229
3027,218,8,30270,225
3031,225,10,30310,234
3037,227,8,30370,234
3041,203,6,30410,208
3037,212,6,30370,217
3044,228,6,30440,233
3044,288,7,30440,294
3050,293,12,30500,304
3057,313,9,30570,321
3057,295,11,30570,305
3067,283,13,30670,295
3070,0,1,30700,0
3067,106,9,30670,114
3060,121,14,30600,134
3054,127,16,30540,142
3047,116,21,30470,136
3034,112,25,30340,136
3021,113,28,30210,140
3004,111,28,30040,138
2991,108,26,29910,133
2975,103,28,29750,130
2959,100,29,29590,128
2942,103,27,29420,129
2929,111,23,29290,133
2919,117,20,29190,136
2909,121,21,29090,141
2900,127,22,29000,148
2890,129,25,28900,153
2877,137,24,28770,160
2873,151,20,28730,170
2867,152,16,28670,167
2863,130,11,28630,140
2857,63,3,28570,65
2860,315,15,28600,329
2870,320,22,28700,341
2877,328,24,28770,351
2883,331,24,28830,354
2890,322,24,28900,345
2900,321,21,29000,341
2906,334,17,29060,350
2909,337,16,29090,352
2913,336,17,29130,352
2916,342,19,29160,360
2919,344,20,29190,363
2922,336,20,29220,355
2926,323,21,29260,343
2945,317,24,29450,340
2952,315,25,29520,339
2965,313,26,29650,338
2975,311,27,29750,337
2988,309,26,29880,334
2998,305,24,29980,328
3008,304,22,30080,325
3018,320,15,30180,334
3021,348,10,30210,357
3011,45,12,30110,56
3004,36,8,30040,43
3004,29,5,30040,33
3001,22,3,30010,24
3004,298,4,30040,301
3004,290,8,30040,297
3011,302,6,30110,307
3008,0,1,30080,0
3011,225,1,30110,225
3008,90,5,30080,94
3001,90,5,30010,94
3001,90,1,30010,90
3001,45,1,30010,45
2998,86,10,29980,95
2988,72,7,29880,78
2982,77,17,29820,93
2968,69,16,29680,84
2965,34,7,29650,40
2965,60,8,29650,67
2959,67,8,29590,74
2959,53,7,29590,59
2952,52,8,29520,59
2949,54,8,29490,61
2945,38,8,29450,45
2945,9,10,29450,18
2945,347,12,29450,358
2949,342,14,29490,355
2949,351,15,29490,365
2952,352,15,29520,366
2952,10,14,29520,23
2949,14,13,29490,26
2949,10,11,29490,20
2945,39,9,29450,47
2942,58,9,29420,66
2939,354,6,29390,359
2939,0,7,29390,6
2939,346,6,29390,351
2942,315,7,29420,321
2945,17,7,29450,23
2939,50,11,29390,60
2936,57,11,29360,67
2929,57,11,29290,67
2926,58,10,29260,67
2922,18,2,29220,19
2919,335,5,29190,339
2926,347,6,29260,352
2922,47,9,29220,55
2916,68,9,29160,76
2909,80,12,29090,91
2900,78,8,29000,85
2893,63,11,28930,73
2890,63,14,28900,76
2880,69,14,28800,82
2873,76,9,28730,84
2873,116,7,28730,122
2870,130,12,28700,141
2863,119,14,28630,132
2857,95,8,28570,102
2854,318,6,28540,323
2860,304,11,28600,314
2863,303,11,28630,313
2870,296,14,28700,309
2877,294,17,28770,310
2886,293,22,28860,314
2900,303,20,29000,322
2906,319,19,29060,337
2913,348,18,29130,365
2909,30,19,29090,48
2903,45,18,29030,62
2896,55,16,28960,70
2880,68,21,28800,88
2867,70,20,28670,89
2857,72,19,28570,90
2847,52,10,28470,61
2849,0,9,28490,8
2847,29,12,28470,40
2844,16,12,28440,27
2844,5,13,28440,17
2843,13,14,28430,26
2841,24,14,28410,37
2837,20,13,28370,32
2836,26,14,28360,39
2830,31,15,28300,45
2827,26,14,28270,39
2823,30,15,28230,44
2819,31,15,28190,45
2814,39,15,28140,53
2809,34,14,28090,47
2806,15,12,28060,26
2805,36,11,28050,46
2798,59,13,27980,71
2794,51,10,27940,60
2790,47,9,27900,55
2787,33,7,27870,39
2788,3,4,27880,6
2788,56,3,27880,58
2785,94,6,27850,99
2781,104,4,27810,107
2782,86,7,27820,92
2776,83,12,27760,94
2770,96,14,27700,109
2760,119,15,27600,133
2754,131,15,27540,145
2748,121,13,27480,133
2742,77,5,27420,81
2742,354,9,27420,362
2743,349,12,27430,360
2744,341,11,27440,351
2747,357,9,27470,365
2745,28,11,27450,38
2741,41,13,27410,53
2735,50,12,27350,61
2726,42,11,27260,52
2723,33,10,27230,42
2721,57,8,27210,64
2716,80,4,27160,83
2718,238,3,27180,240
2719,238,6,27190,243
2722,237,5,27220,241
2723,225,2,27230,226
2723,0,0,27230,-1
2724,45,0,27240,44
2724,104,6,27240,109
2716,106,8,27160,113
2712,276,2,27120,277
2714,72,8,27140,79
2710,40,4,27100,43
2712,41,5,27120,45
2707,63,5,27070,67
2707,72,1,27070,72
2707,135,2,27070,136
2705,162,1,27050,162
2707,236,2,27070,237
2708,156,3,27080,158
2705,174,4,27050,177
2707,194,6,27070,199
2706,218,6,27060,223
2711,253,5,27110,257
2714,270,1,27140,270
2713,252,2,27130,253
2715,254,4,27150,257
2717,243,4,27170,246
2718,201,3,27180,203
2717,201,4,27170,204
2720,220,4,27200,223
2720,245,4,27200,248
2723,272,5,27230,276
2728,329,3,27280,331
2726,16,3,27260,18
2725,60,5,27250,64
2720,79,8,27200,86
2718,80,9,27180,88
2711,70,14,27110,83
2703,50,12,27030,61
2701,34,9,27010,42
2700,39,6,27000,44
2697,67,8,26970,74
2689,90,15,26890,104
2679,104,19,26790,122
2671,115,20,26710,134
2661,119,20,26610,138
2652,115,18,26520,132
2643,108,17,26430,124
2635,104,15,26350,118
2628,102,14,26280,115
2621,103,13,26210,115
2615,107,13,26150,119
2609,116,12,26090,127
2603,121,12,26030,132
2596,115,13,25960,127
2589,118,11,25890,128
2586,122,12,25860,133
2579,123,13,25790,135
2575,126,12,25750,137
2569,125,13,25690,137
2564,127,12,25640,138
2560,128,13,25600,140
2555,128,14,25550,141
2549,128,13,25490,140
2543,139,9,25430,147
2542,144,7,25420,150
2540,101,7,25400,107
2535,75,9,25350,83
2530,81,11,25300,91
2523,94,11,25230,104
2518,101,10,25180,110
2512,97,9,25120,105
2507,91,10,25070,100
2500,95,11,25000,105
3257,40,8,32570,47
3250,65,13,32500,77
3244,76,15,32440,90
3237,75,13,32370,87
3231,73,14,32310,86
3221,74,14,32210,87
3218,70,8,32180,77
3214,72,3,32140,74
3214,90,1,32140,90
3214,0,0,32140,-1
3214,72,2,32140,73
3211,75,8,32110,82
3205,54,6,32050,59
3205,31,8,32050,38
3201,0,9,32010,8
3205,25,10,32050,34
3198,50,12,31980,61
3195,30,9,31950,38
3191,45,12,31910,56
3185,58,15,31850,72
3178,62,15,31780,76
3172,43,9,31720,51
3172,317,8,31720,324
3178,295,10,31780,304
3182,324,6,31820,329
3182,322,11,31820,332
3188,324,15,31880,338
3191,327,16,31910,342
3198,336,16,31980,351
3198,3,15,31980,17
3198,0,16,31980,15
3198,346,15,31980,360
3201,350,13,32010,362
3198,8,13,31980,20
3201,7,13,32010,19
3198,6,13,31980,18
3198,0,13,31980,12
3198,3,14,31980,16
3198,25,16,31980,40
3191,33,20,31910,52
3185,23,20,31850,42
3182,18,19,31820,36
3179,22,19,31790,40
3174,28,19,31740,46
3169,30,18,31690,47
3164,30,17,31640,46
3160,26,15,31600,40
3157,25,15,31570,39
3153,23,14,31530,36
3147,32,15,31470,46
3143,38,15,31430,52
3138,37,14,31380,50
3134,40,15,31340,54
3128,50,19,31280,68
3118,54,21,31180,74
3108,54,22,31080,75
3098,55,22,30980,76
3088,53,22,30880,74
3079,49,21,30790,69
3070,49,21,30700,69
3061,52,22,30610,73
3051,51,23,30510,73
3042,47,22,30420,68
3034,43,21,30340,63
3026,43,22,30260,64
3008,47,22,30080,68
2998,50,23,29980,72
2988,42,19,29880,60
2985,52,19,29850,70
2972,64,20,29720,83
2965,68,16,29650,83
2955,67,14,29550,80
2952,57,15,29520,71
2942,49,13,29420,61
2939,45,7,29390,51
2936,0,0,29360,-1
2939,225,6,29390,230
2942,200,7,29420,206
2945,186,7,29450,192
2945,214,7,29450,220
2949,225,12,29490,236
2955,218,15,29550,232
2959,204,15,29590,218
2962,209,15,29620,223
2968,214,15,29680,228
2972,203,12,29720,214
2972,197,10,29720,206
2975,213,11,29750,223
2978,207,11,29780,217
2978,191,10,29780,200
2982,184,10,29820,193
2978,203,12,29780,214
2985,184,13,29850,196
2985,184,15,29850,198
2985,176,15,29850,190
2985,176,13,29850,188
2985,199,12,29850,210
2988,209,12,29880,220
2991,216,14,29910,229
2998,213,16,29980,228
3001,193,14,30010,206
3001,204,13,30010,216
3004,213,11,30040,223
3008,210,12,30080,221
3011,203,12,30110,214
3011,170,11,30110,180
3011,166,10,30110,175
3011,168,10,30110,177
3008,197,11,30080,207
3014,206,10,30140,215
3014,169,8,30140,176
3011,171,10,30110,180
3011,135,14,30110,148
3001,124,5,30010,128
3008,337,4,30080,340
3004,108,2,30040,109
3001,127,7,30010,133
2998,143,7,29980,149
2998,180,6,29980,185
2998,236,12,29980,247
3008,245,16,30080,260
3014,252,12,30140,263
3021,260,8,30210,267
3024,225,4,30240,228
3024,194,6,30240,199
3024,191,9,30240,199
3024,212,13,30240,224
3031,211,13,30310,223
3037,215,8,30370,222
3037,206,6,30370,211
3041,220,8,30410,227
3041,243,7,30410,249
3047,281,9,30470,289
3050,283,12,30500,294
3060,279,6,30600,284
3057,264,7,30570,270
3067,255,11,30670,265
3070,153,7,30700,159
3064,126,14,30640,139
3057,124,17,30570,140
3047,125,17,30470,141
3041,120,21,30410,140
3027,113,26,30270,138
3014,111,28,30140,138
2998,109,25,29980,133
2988,105,25,29880,129
2972,102,28,29720,129
2959,101,27,29590,127
2942,99,28,29420,126
2926,103,23,29260,125
2916,109,20,29160,128
2906,112,23,29060,134
2893,120,23,28930,142
2883,120,23,28830,142
2870,121,19,28700,139
2863,135,10,28630,144
2860,0,0,28600,-1
2863,6,9,28630,14
2860,342,16,28600,357
2870,320,24,28700,343
2880,319,25,28800,343
2890,326,24,28900,349
2903,328,23,29030,350
2909,330,20,29090,349
2916,340,16,29160,355
2919,330,17,29190,346
2926,332,19,29260,350
2929,343,19,29290,361
2932,341,19,29320,359
2936,325,22,29360,346
2945,318,26,29450,343
2955,322,27,29550,348
2965,321,27,29650,347
2975,317,26,29750,342
2985,311,25,29850,335
2998,307,22,29980,328
3004,303,22,30040,324
3018,302,21,30180,322
3024,320,11,30240,330
3024,354,6,30240,359
3024,45,8,30240,52
3018,67,12,30180,78
3014,71,10,30140,80
3008,34,7,30080,40
3008,17,9,30080,25
3008,302,9,30080,310
3014,315,6,30140,320
3014,31,4,30140,34
3011,72,2,30110,73
3008,86,3,30080,88
3008,60,5,30080,64
3004,58,6,30040,63
3001,45,3,30010,47
3001,113,5,30010,117
2995,107,12,29950,118
2988,116,8,29880,123
2988,101,4,29880,104
2985,74,14,29850,87
2975,58,15,29750,72
2972,27,11,29720,37
2968,45,12,29680,56
2962,56,11,29620,66
2959,27,7,29590,33
2959,18,11,29590,28
2952,15,14,29520,28
2952,0,13,29520,12
2952,347,13,29520,359
2955,337,14,29550,350
2959,346,14,29590,359
2959,0,12,29590,11
2959,22,11,29590,32
2955,14,10,29550,23
2955,17,11,29550,27
2945,50,11,29450,60
2942,27,7,29420,33
2942,340,7,29420,346
2945,354,9,29450,362
2942,5,9,29420,13
2942,324,8,29420,331
2942,72,10,29420,81
2939,66,9,29390,74
2932,58,10,29320,67
2929,52,11,29290,62
2922,32,9,29220,40
2922,337,5,29220,341
2926,8,2,29260,9
2922,83,6,29220,88
2919,56,5,29190,60
2916,59,10,29160,68
2909,63,14,29090,76
2903,56,11,29030,66
2900,38,8,29000,45
2900,40,11,29000,50
2893,53,16,28930,68
2886,56,17,28860,72
2880,65,15,28800,79
2870,93,13,28700,105
2863,113,12,28630,124
2857,109,9,28570,117
2854,45,2,28540,46
2857,309,10,28570,318
2863,315,12,28630,326
2867,310,12,28670,321
2873,303,16,28730,318
2880,298,19,28800,316
2893,291,22,28930,312
2903,289,18,29030,306
2913,286,15,29130,300
2922,315,7,29220,321
2919,65,13,29190,77
2909,80,17,29090,96
2900,85,15,29000,99
2890,82,15,28900,96
2883,76,19,28830,94
2870,67,20,28700,86
2863,63,20,28630,82
2850,34,12,28500,45
2855,351,11,28550,361
2853,24,13,28530,36
2849,15,12,28490,26
2850,4,11,28500,14
2849,15,11,28490,25
2846,28,13,28460,40
2842,21,12,28420,32
2842,27,13,28420,39
2836,31,14,28360,44
2835,29,13,28350,41
2830,36,13,28300,48
2827,41,13,28270,53
2821,50,14,28210,63
2815,40,11,28150,50
2814,20,10,28140,29
2811,42,13,28110,54
2804,50,15,28040,64
2798,42,12,27980,53
2796,41,11,27960,51
2791,36,8,27910,43
2789,23,5,27890,27
2788,52,6,27880,57
2783,65,8,27830,72
2780,75,5,27800,79
2779,108,8,27790,115
2773,113,14,27730,126
2765,111,18,27650,128
2754,112,18,27540,129
2746,120,12,27460,131
2742,108,5,27420,112
2742,333,5,27420,337
2747,328,11,27470,338
2750,345,11,27500,355
2750,355,10,27500,364
2751,9,7,27510,15
2750,37,7,27500,43
2747,59,11,27470,69
2740,63,12,27400,74
2736,57,10,27360,66
2731,56,9,27310,64
2729,72,8,27290,79
2723,87,10,27230,96
2716,95,6,27160,100
2715,180,2,27150,181
2716,219,6,27160,224
2721,225,7,27210,231
2722,213,5,27220,217
2724,174,4,27240,177
2722,167,6,27220,172
2722,135,7,27220,141
2715,69,4,27150,72
2718,321,6,27180,326
2722,13,3,27220,15
2718,79,7,27180,85
2715,68,3,27150,70
2716,77,3,27160,79
2711,75,5,27110,79
2709,66,3,27090,68
2707,45,1,27070,45
2708,349,1,27080,349
2708,108,1,27080,108
2706,117,1,27060,117
2706,82,2,27060,83
2704,180,1,27040,180
2707,250,6,27070,255
2711,238,6,27110,243
2712,193,4,27120,196
2711,196,4,27110,199
2713,214,5,27130,218
2715,207,6,27150,212
2717,189,6,27170,194
2716,195,5,27160,199
2718,209,6,27180,214
2720,222,7,27200,228
2724,225,8,27240,232
2726,202,7,27260,208
2726,201,4,27260,204
2727,82,3,27270,84
2721,74,8,27210,81
2717,76,9,27170,84
2712,71,10,27120,80
2709,49,9,27090,57
2699,64,8,26990,71
2698,91,10,26980,100
2692,95,17,26920,111
2680,97,22,26800,118
2665,105,22,26650,126
2655,114,18,26550,131
2648,112,15,26480,126
2641,103,14,26410,116
2633,101,15,26330,115
2625,107,15,26250,121
2618,115,15,26180,129
2610,121,15,26100,135
2603,126,14,26030,139
2597,129,13,25970,141
2594,126,13,25940,138
2588,127,14,25880,140
2582,131,15,25820,145
2576,134,16,25760,149
2570,139,16,25700,154
2564,141,16,25640,156
2559,143,18,25590,160
2553,145,21,25530,165
2545,151,21,25450,171
2541,155,20,25410,174
2537,163,18,25370,180
2536,171,17,25360,187
2534,169,15,25340,183
2534,151,15,25340,165
2527,134,17,25270,150
2519,135,16,25190,150
2513,136,14,25130,149
2509,138,11,25090,148
2506,126,10,25060,135
2500,108,11,25000,118
3260,36,8,32600,43
3257,67,14,32570,80
3247,80,17,32470,96
3237,83,12,32370,94
3234,81,13,32340,93
3224,82,14,32240,95
3218,85,9,32180,93
3214,90,4,32140,93
3214,108,2,32140,109
3211,162,2,32110,163
3214,162,2,32140,163
3211,90,6,32110,95
3208,59,4,32080,62
3208,355,5,32080,359
3208,347,10,32080,356
3208,17,13,32080,29
3201,38,16,32010,53
3198,29,12,31980,40
3198,40,12,31980,51
3191,55,16,31910,70
3182,55,16,31820,70
3175,333,8,31750,340
3178,307,10,31780,316
3182,320,8,31820,327
3185,304,12,31850,315
3195,307,14,31950,320
3205,324,12,32050,335
3205,357,14,32050,370
3205,349,15,32050,363
3208,357,15,32080,371
3208,10,13,32080,22
3205,3,13,32050,15
3205,6,14,32050,19
3205,0,12,32050,11
3205,23,14,32050,36
3198,17,21,31980,37
3191,19,22,31910,40
3189,21,21,31890,41
3184,29,21,31840,49
3178,31,20,31780,50
3172,29,19,31720,47
3168,24,17,31680,40
3164,19,17,31640,35
3161,18,18,31610,35
3158,23,18,31580,40
3154,34,17,31540,50
3148,45,16,31480,60
3142,48,13,31420,60
3138,50,12,31380,61
3132,55,16,31320,70
3124,54,19,31240,72
3115,52,22,31150,73
3105,51,23,31050,73
3095,49,22,30950,70
3086,44,22,30860,65
3078,42,23,30780,64
3069,44,24,30690,67
3059,46,24,30590,69
3050,44,23,30500,66
3042,42,21,30420,62
3035,43,22,30350,64
3026,46,23,30260,68
3017,48,23,30170,70
3008,51,23,30080,73
2998,46,20,29980,65
2978,64,22,29780,85
2968,61,19,29680,79
2959,61,16,29590,76
2949,55,11,29490,65
2945,45,11,29450,55
2939,30,8,29390,37
2939,342,5,29390,346
2939,45,1,29390,45
2939,198,2,29390,199
2949,216,12,29490,227
2952,204,13,29520,216
2955,200,16,29550,215
2959,213,19,29590,231
2965,216,15,29650,230
2968,202,9,29680,210
2975,214,10,29750,223
2975,194,8,29750,201
2975,174,9,29750,182
2975,169,10,29750,178
2975,202,11,29750,212
2978,194,13,29780,206
2978,180,14,29780,193
2978,188,13,29780,200
2978,184,10,29780,193
2978,180,9,29780,188
2978,214,10,29780,223
2985,221,10,29850,230
2985,214,11,29850,224
2991,206,13,29910,218
2991,197,13,29910,209
3004,225,9,30040,233
3001,204,9,30010,212
3008,212,10,30080,221
3008,163,9,30080,171
3004,163,11,30040,173
3004,167,13,30040,179
3001,195,13,30010,207
3008,211,13,30080,223
3008,180,9,30080,188
3004,113,6,30040,118
3001,153,1,30010,153
3008,203,4,30080,206
3004,142,6,30040,147
2998,128,8,29980,135
2991,171,6,29910,176
2995,230,11,29950,240
3001,235,16,30010,250
3011,229,17,30110,245
3018,213,15,30180,227
3018,187,12,30180,198
3018,184,12,30180,195
3018,190,9,30180,198
3024,223,11,30240,233
3027,230,11,30270,240
3034,227,9,30340,235
3034,204,6,30340,209
3034,243,7,30340,249
3041,265,10,30410,274
3047,266,10,30470,275
3054,253,10,30540,262
3057,245,7,30570,251
3064,244,7,30640,250
3064,141,9,30640,149
3057,121,14,30570,134
3050,115,15,30500,129
3044,113,17,30440,129
3034,113,21,30340,133
3024,111,26,30240,136
3008,110,27,30080,136
2995,111,23,29950,133
2985,108,25,29850,132
2968,104,27,29680,130
2952,102,26,29520,127
2939,96,27,29390,122
2922,92,23,29220,114
2913,94,21,29130,114
2900,101,25,29000,125
2886,111,23,28860,133
2877,113,19,28770,131
2867,103,13,28670,115
2863,13,4,28630,16
2867,324,14,28670,337
2873,342,19,28730,360
2873,339,23,28730,361
2883,323,26,28830,348
2890,321,25,28900,345
2900,323,23,29000,345
2906,327,20,29060,346
2913,325,19,29130,343
2919,330,18,29190,347
2922,337,16,29220,352
2926,344,15,29260,358
2926,325,16,29260,340
2936,321,19,29360,339
2939,340,19,29390,358
2942,341,20,29420,360
2945,325,24,29450,348
2959,318,27,29590,344
2968,320,27,29680,346
2978,321,26,29780,346
2985,322,24,29850,345
2995,315,22,29950,336
3001,309,20,30010,328
3011,303,21,30110,323
3021,302,18,30210,319
3027,331,9,30270,339
3027,32,4,30270,35
3027,76,6,30270,81
3021,83,12,30210,94
3011,86,10,30110,95
3011,45,1,30110,45
3014,22,3,30140,24
3011,52,6,30110,57
3008,335,4,30080,338
3011,290,7,30110,296
3014,281,4,30140,284
3011,90,4,30110,93
3008,90,3,30080,92
3008,90,1,30080,90
3008,90,4,30080,93
3004,90,3,30040,92
3001,90,3,30010,92
2998,82,5,29980,86
2995,80,12,29950,91
2985,67,7,29850,73
2988,11,4,29880,14
2985,57,11,29850,67
